MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,237","+/-2,228",(X),(X),"40,868","+/-2,066",(X),(X),"23,625","+/-1,682",(X),(X)
Less than high school graduate,"29,975","+/-5,394",(X),(X),"35,792","+/-4,451",(X),(X),"16,191","+/-4,620",(X),(X)
High school graduate (includes equivalency),"29,080","+/-2,846",(X),(X),"38,492","+/-4,570",(X),(X),"21,081","+/-2,551",(X),(X)
Some college or associate's degree,"33,083","+/-3,376",(X),(X),"45,167","+/-4,773",(X),(X),"23,346","+/-3,488",(X),(X)
Bachelor's degree,"41,136","+/-6,334",(X),(X),"58,750","+/-8,135",(X),(X),"31,466","+/-7,140",(X),(X)
Graduate or professional degree,"54,240","+/-4,814",(X),(X),"51,750","+/-7,763",(X),(X),"56,029","+/-6,891",(X),(X)
