MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,687","+/-1,251",(X),(X),"35,987","+/-1,058",(X),(X),"24,319","+/-2,230",(X),(X)
Less than high school graduate,"25,417","+/-9,525",(X),(X),"32,963","+/-7,343",(X),(X),"8,581","+/-2,702",(X),(X)
High school graduate (includes equivalency),"30,152","+/-3,001",(X),(X),"32,548","+/-4,704",(X),(X),"24,429","+/-2,079",(X),(X)
Some college or associate's degree,"31,250","+/-5,866",(X),(X),"37,375","+/-6,286",(X),(X),"22,500","+/-5,195",(X),(X)
Bachelor's degree,"37,083","+/-16,941",(X),(X),"45,938","+/-15,887",(X),(X),"35,417","+/-19,587",(X),(X)
Graduate or professional degree,"41,932","+/-6,577",(X),(X),"41,964","+/-15,779",(X),(X),"41,875","+/-17,995",(X),(X)
