MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,498",+/-923,(X),(X),"34,671","+/-2,182",(X),(X),"28,045","+/-2,195",(X),(X)
Less than high school graduate,"22,329","+/-2,343",(X),(X),"25,250","+/-4,735",(X),(X),"20,475","+/-5,334",(X),(X)
High school graduate (includes equivalency),"28,248","+/-3,113",(X),(X),"32,080","+/-2,563",(X),(X),"25,153","+/-3,367",(X),(X)
Some college or associate's degree,"33,091","+/-1,861",(X),(X),"37,853","+/-5,610",(X),(X),"30,745","+/-2,120",(X),(X)
Bachelor's degree,"40,691","+/-4,173",(X),(X),"41,942","+/-6,371",(X),(X),"38,913","+/-3,834",(X),(X)
Graduate or professional degree,"51,528","+/-8,780",(X),(X),"62,955","+/-19,514",(X),(X),"47,096","+/-6,605",(X),(X)
