MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,000","+/-1,730",(X),(X),"39,741","+/-3,920",(X),(X),"27,222","+/-2,047",(X),(X)
Less than high school graduate,"22,201","+/-4,745",(X),(X),"25,335","+/-6,191",(X),(X),"19,375","+/-12,406",(X),(X)
High school graduate (includes equivalency),"30,179","+/-3,093",(X),(X),"35,674","+/-2,282",(X),(X),"24,479","+/-2,847",(X),(X)
Some college or associate's degree,"35,297","+/-2,363",(X),(X),"45,656","+/-5,358",(X),(X),"26,223","+/-2,550",(X),(X)
Bachelor's degree,"41,395","+/-7,150",(X),(X),"60,833","+/-5,052",(X),(X),"36,815","+/-4,141",(X),(X)
Graduate or professional degree,"59,167","+/-15,718",(X),(X),"65,694","+/-15,329",(X),(X),"49,271","+/-8,745",(X),(X)
