MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,127","+/-1,669",(X),(X),"40,871","+/-2,703",(X),(X),"26,836","+/-1,784",(X),(X)
Less than high school graduate,"21,301","+/-2,803",(X),(X),"27,000","+/-6,628",(X),(X),"11,688","+/-4,969",(X),(X)
High school graduate (includes equivalency),"30,591","+/-1,848",(X),(X),"36,900","+/-2,671",(X),(X),"19,643","+/-2,883",(X),(X)
Some college or associate's degree,"34,767","+/-2,545",(X),(X),"42,500","+/-7,018",(X),(X),"27,543","+/-3,993",(X),(X)
Bachelor's degree,"42,554","+/-5,650",(X),(X),"66,058","+/-7,244",(X),(X),"35,747","+/-2,505",(X),(X)
Graduate or professional degree,"59,038","+/-13,891",(X),(X),"75,139","+/-15,999",(X),(X),"53,036","+/-8,255",(X),(X)
