MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,845","+/-2,509",(X),(X),"40,665","+/-1,658",(X),(X),"26,242",+/-855,(X),(X)
Less than high school graduate,"25,813","+/-1,671",(X),(X),"26,015","+/-2,286",(X),(X),"25,500","+/-5,063",(X),(X)
High school graduate (includes equivalency),"30,040","+/-2,504",(X),(X),"38,415","+/-2,515",(X),(X),"21,582","+/-1,504",(X),(X)
Some college or associate's degree,"31,428","+/-1,292",(X),(X),"40,968","+/-2,319",(X),(X),"25,405","+/-1,419",(X),(X)
Bachelor's degree,"47,216","+/-3,898",(X),(X),"63,214","+/-7,305",(X),(X),"40,811","+/-4,310",(X),(X)
Graduate or professional degree,"55,500","+/-9,365",(X),(X),"49,300","+/-21,062",(X),(X),"57,250","+/-9,614",(X),(X)
