MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,013","+/-1,089",(X),(X),"40,004","+/-1,726",(X),(X),"24,677","+/-1,148",(X),(X)
Less than high school graduate,"25,552","+/-3,266",(X),(X),"28,500","+/-5,441",(X),(X),"17,500","+/-8,474",(X),(X)
High school graduate (includes equivalency),"28,364","+/-3,425",(X),(X),"38,340","+/-1,935",(X),(X),"20,538","+/-1,688",(X),(X)
Some college or associate's degree,"30,421","+/-1,682",(X),(X),"38,217","+/-3,592",(X),(X),"24,375","+/-1,894",(X),(X)
Bachelor's degree,"47,056","+/-3,066",(X),(X),"66,713","+/-9,873",(X),(X),"38,846","+/-4,248",(X),(X)
Graduate or professional degree,"52,331","+/-4,242",(X),(X),"49,489","+/-15,876",(X),(X),"52,483","+/-6,844",(X),(X)
