MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"39,227","+/-2,596",(X),(X),"52,102","+/-2,221",(X),(X),"29,254","+/-2,146",(X),(X)
Less than high school graduate,"16,842","+/-14,244",(X),(X),"47,721","+/-21,484",(X),(X),"11,806","+/-2,199",(X),(X)
High school graduate (includes equivalency),"34,259","+/-3,063",(X),(X),"47,130","+/-5,528",(X),(X),"24,805","+/-6,347",(X),(X)
Some college or associate's degree,"39,391","+/-3,250",(X),(X),"52,561","+/-4,469",(X),(X),"25,438","+/-2,731",(X),(X)
Bachelor's degree,"46,593","+/-5,985",(X),(X),"61,820","+/-5,356",(X),(X),"35,604","+/-2,587",(X),(X)
Graduate or professional degree,"59,349","+/-4,880",(X),(X),"81,458","+/-31,862",(X),(X),"57,943","+/-9,274",(X),(X)
