MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"37,982","+/-3,071",(X),(X),"50,467","+/-3,130",(X),(X),"29,873","+/-3,074",(X),(X)
Less than high school graduate,"18,786","+/-11,633",(X),(X),"40,875","+/-30,439",(X),(X),"14,408","+/-4,115",(X),(X)
High school graduate (includes equivalency),"32,311","+/-2,469",(X),(X),"42,179","+/-5,207",(X),(X),"24,389","+/-2,777",(X),(X)
Some college or associate's degree,"37,637","+/-4,838",(X),(X),"50,985","+/-3,363",(X),(X),"29,135","+/-5,214",(X),(X)
Bachelor's degree,"44,368","+/-5,131",(X),(X),"65,882","+/-14,507",(X),(X),"34,741","+/-2,343",(X),(X)
Graduate or professional degree,"48,833","+/-9,492",(X),(X),"68,125","+/-46,673",(X),(X),"47,000","+/-6,975",(X),(X)
