MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,954",+/-187,(X),(X),"41,276",+/-149,(X),(X),"27,433",+/-143,(X),(X)
Less than high school graduate,"20,724",+/-232,(X),(X),"25,161",+/-395,(X),(X),"15,274",+/-352,(X),(X)
High school graduate (includes equivalency),"28,846",+/-230,(X),(X),"35,591",+/-232,(X),(X),"21,957",+/-165,(X),(X)
Some college or associate's degree,"32,367",+/-129,(X),(X),"41,337",+/-232,(X),(X),"26,531",+/-182,(X),(X)
Bachelor's degree,"45,632",+/-382,(X),(X),"57,152",+/-636,(X),(X),"37,861",+/-560,(X),(X)
Graduate or professional degree,"60,267",+/-504,(X),(X),"72,321","+/-1,215",(X),(X),"51,907",+/-582,(X),(X)
