MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,870",+/-188,(X),(X),"41,813",+/-134,(X),(X),"27,953",+/-193,(X),(X)
Less than high school graduate,"21,314",+/-232,(X),(X),"26,024",+/-377,(X),(X),"15,807",+/-287,(X),(X)
High school graduate (includes equivalency),"29,793",+/-266,(X),(X),"36,211",+/-209,(X),(X),"22,233",+/-153,(X),(X)
Some college or associate's degree,"32,469",+/-173,(X),(X),"41,745",+/-245,(X),(X),"26,707",+/-147,(X),(X)
Bachelor's degree,"46,344",+/-344,(X),(X),"58,414",+/-909,(X),(X),"38,241",+/-471,(X),(X)
Graduate or professional degree,"60,266",+/-453,(X),(X),"72,333",+/-901,(X),(X),"51,907",+/-465,(X),(X)
