MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"27,248","+/-1,770",(X),(X),"36,480","+/-2,300",(X),(X),"17,142","+/-2,116",(X),(X)
Less than high school graduate,"16,800","+/-12,250",(X),(X),"25,708","+/-5,662",(X),(X),"5,660","+/-4,825",(X),(X)
High school graduate (includes equivalency),"27,318","+/-3,181",(X),(X),"34,481","+/-4,135",(X),(X),"15,069","+/-4,113",(X),(X)
Some college or associate's degree,"27,516","+/-2,501",(X),(X),"37,788","+/-5,559",(X),(X),"20,175","+/-4,623",(X),(X)
Bachelor's degree,"35,774","+/-6,081",(X),(X),"57,070","+/-14,819",(X),(X),"15,466","+/-3,754",(X),(X)
Graduate or professional degree,"34,750","+/-18,182",(X),(X),"57,639","+/-49,821",(X),(X),"30,833","+/-22,063",(X),(X)
