MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,026","+/-2,875",(X),(X),"41,991","+/-1,917",(X),(X),"28,016","+/-2,515",(X),(X)
Less than high school graduate,"20,750","+/-4,366",(X),(X),"20,839","+/-6,453",(X),(X),"19,963","+/-7,097",(X),(X)
High school graduate (includes equivalency),"30,730","+/-1,307",(X),(X),"37,133","+/-3,548",(X),(X),"21,438","+/-2,341",(X),(X)
Some college or associate's degree,"32,199","+/-2,542",(X),(X),"49,731","+/-5,683",(X),(X),"26,392","+/-1,948",(X),(X)
Bachelor's degree,"49,360","+/-6,224",(X),(X),"60,689","+/-8,866",(X),(X),"37,389","+/-4,830",(X),(X)
Graduate or professional degree,"56,986","+/-7,851",(X),(X),"60,625","+/-17,592",(X),(X),"56,548","+/-4,026",(X),(X)
