MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,139",+/-986,(X),(X),"40,659","+/-1,245",(X),(X),"25,325","+/-1,236",(X),(X)
Less than high school graduate,"21,005","+/-4,006",(X),(X),"20,916","+/-5,610",(X),(X),"21,484","+/-10,524",(X),(X)
High school graduate (includes equivalency),"30,888","+/-1,205",(X),(X),"36,641","+/-2,762",(X),(X),"23,945","+/-3,142",(X),(X)
Some college or associate's degree,"32,640","+/-2,534",(X),(X),"47,384","+/-3,339",(X),(X),"22,180","+/-1,577",(X),(X)
Bachelor's degree,"42,113","+/-5,595",(X),(X),"51,415","+/-8,952",(X),(X),"36,461","+/-4,196",(X),(X)
Graduate or professional degree,"53,418","+/-4,764",(X),(X),"64,615","+/-12,053",(X),(X),"42,232","+/-5,435",(X),(X)
