MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,186","+/-2,006",(X),(X),"40,446","+/-2,232",(X),(X),"24,919","+/-2,036",(X),(X)
Less than high school graduate,"18,585","+/-3,069",(X),(X),"23,438","+/-10,340",(X),(X),"17,656","+/-5,418",(X),(X)
High school graduate (includes equivalency),"28,831","+/-3,626",(X),(X),"35,720","+/-3,503",(X),(X),"20,541","+/-2,663",(X),(X)
Some college or associate's degree,"33,496","+/-2,753",(X),(X),"42,813","+/-6,522",(X),(X),"24,763","+/-2,591",(X),(X)
Bachelor's degree,"51,594","+/-5,723",(X),(X),"61,912","+/-6,023",(X),(X),"45,320","+/-7,462",(X),(X)
Graduate or professional degree,"60,909","+/-3,682",(X),(X),"68,977","+/-19,687",(X),(X),"52,250","+/-11,152",(X),(X)
