MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"36,340","+/-1,391",(X),(X),"43,346","+/-3,229",(X),(X),"27,362","+/-2,550",(X),(X)
Less than high school graduate,"22,357","+/-6,312",(X),(X),"26,213","+/-6,260",(X),(X),"19,221","+/-3,028",(X),(X)
High school graduate (includes equivalency),"33,691","+/-2,138",(X),(X),"41,437","+/-1,808",(X),(X),"23,857","+/-2,788",(X),(X)
Some college or associate's degree,"36,154","+/-2,145",(X),(X),"50,236","+/-4,448",(X),(X),"26,257","+/-1,483",(X),(X)
Bachelor's degree,"48,542","+/-5,879",(X),(X),"53,393","+/-5,402",(X),(X),"43,229","+/-5,803",(X),(X)
Graduate or professional degree,"55,625","+/-9,406",(X),(X),"51,397","+/-17,275",(X),(X),"57,500","+/-7,906",(X),(X)
