MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"44,200","+/-2,205",(X),(X),"55,893","+/-1,692",(X),(X),"32,689","+/-2,172",(X),(X)
Less than high school graduate,"20,349","+/-3,146",(X),(X),"22,195","+/-6,073",(X),(X),"15,946","+/-2,256",(X),(X)
High school graduate (includes equivalency),"30,909","+/-1,569",(X),(X),"39,232","+/-2,638",(X),(X),"24,876","+/-3,570",(X),(X)
Some college or associate's degree,"35,415","+/-3,178",(X),(X),"45,518","+/-3,771",(X),(X),"26,884","+/-1,924",(X),(X)
Bachelor's degree,"57,388","+/-3,026",(X),(X),"71,596","+/-6,638",(X),(X),"40,674","+/-2,555",(X),(X)
Graduate or professional degree,"82,364","+/-6,186",(X),(X),"103,056","+/-13,817",(X),(X),"70,366","+/-10,850",(X),(X)
