MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"35,042","+/-1,930",(X),(X),"42,625","+/-2,241",(X),(X),"29,359","+/-2,539",(X),(X)
Less than high school graduate,"22,056","+/-14,243",(X),(X),"27,500","+/-17,067",(X),(X),"20,202","+/-9,940",(X),(X)
High school graduate (includes equivalency),"32,460","+/-2,306",(X),(X),"36,988","+/-5,906",(X),(X),"24,750","+/-6,402",(X),(X)
Some college or associate's degree,"34,193","+/-3,039",(X),(X),"48,224","+/-8,119",(X),(X),"28,493","+/-3,766",(X),(X)
Bachelor's degree,"49,031","+/-5,265",(X),(X),"74,671","+/-20,636",(X),(X),"42,243","+/-4,918",(X),(X)
Graduate or professional degree,"51,276","+/-19,684",(X),(X),"83,750","+/-20,327",(X),(X),"41,691","+/-2,779",(X),(X)
