MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,272","+/-2,389",(X),(X),"39,926","+/-4,969",(X),(X),"29,636","+/-2,660",(X),(X)
Less than high school graduate,"21,484","+/-10,276",(X),(X),"27,014","+/-15,803",(X),(X),"20,553","+/-6,985",(X),(X)
High school graduate (includes equivalency),"31,258","+/-1,180",(X),(X),"32,935","+/-2,774",(X),(X),"27,515","+/-3,944",(X),(X)
Some college or associate's degree,"33,981","+/-4,449",(X),(X),"46,838","+/-10,623",(X),(X),"26,507","+/-3,241",(X),(X)
Bachelor's degree,"48,063","+/-3,934",(X),(X),"71,607","+/-24,644",(X),(X),"43,938","+/-5,187",(X),(X)
Graduate or professional degree,"50,093","+/-9,871",(X),(X),"72,159","+/-20,374",(X),(X),"42,500","+/-4,902",(X),(X)
