MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,234",+/-506,(X),(X),"36,950","+/-1,028",(X),(X),"26,382",+/-702,(X),(X)
Less than high school graduate,"18,701","+/-2,567",(X),(X),"20,783","+/-3,337",(X),(X),"15,208","+/-4,354",(X),(X)
High school graduate (includes equivalency),"27,173",+/-981,(X),(X),"32,930","+/-1,872",(X),(X),"21,806","+/-1,151",(X),(X)
Some college or associate's degree,"31,322",+/-897,(X),(X),"37,999","+/-2,113",(X),(X),"26,881","+/-1,062",(X),(X)
Bachelor's degree,"42,066","+/-1,900",(X),(X),"52,145","+/-4,789",(X),(X),"36,318","+/-2,436",(X),(X)
Graduate or professional degree,"52,155","+/-2,526",(X),(X),"60,503","+/-4,903",(X),(X),"46,423","+/-3,727",(X),(X)
