MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,652",+/-823,(X),(X),"35,841","+/-1,423",(X),(X),"25,932",+/-859,(X),(X)
Less than high school graduate,"19,977","+/-4,046",(X),(X),"22,547","+/-4,461",(X),(X),"16,099","+/-4,181",(X),(X)
High school graduate (includes equivalency),"26,819","+/-1,108",(X),(X),"31,652","+/-1,459",(X),(X),"21,144","+/-1,300",(X),(X)
Some college or associate's degree,"29,697","+/-1,448",(X),(X),"36,426","+/-3,388",(X),(X),"25,501","+/-1,539",(X),(X)
Bachelor's degree,"42,126","+/-2,375",(X),(X),"50,024","+/-3,919",(X),(X),"37,389","+/-3,057",(X),(X)
Graduate or professional degree,"56,479","+/-3,584",(X),(X),"66,250","+/-6,578",(X),(X),"52,860","+/-3,742",(X),(X)
