MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,782",+/-547,(X),(X),"41,862",+/-532,(X),(X),"28,636",+/-547,(X),(X)
Less than high school graduate,"21,570",+/-735,(X),(X),"25,744","+/-1,954",(X),(X),"16,544","+/-1,562",(X),(X)
High school graduate (includes equivalency),"29,039","+/-1,062",(X),(X),"35,626",+/-751,(X),(X),"22,968",+/-902,(X),(X)
Some college or associate's degree,"32,579",+/-819,(X),(X),"41,194",+/-778,(X),(X),"27,567",+/-878,(X),(X)
Bachelor's degree,"43,742","+/-1,665",(X),(X),"56,728","+/-2,376",(X),(X),"35,277","+/-1,188",(X),(X)
Graduate or professional degree,"60,465","+/-1,846",(X),(X),"70,996","+/-5,214",(X),(X),"50,667","+/-3,188",(X),(X)
