MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,454",+/-537,(X),(X),"41,514",+/-467,(X),(X),"28,442",+/-599,(X),(X)
Less than high school graduate,"21,056",+/-780,(X),(X),"23,108","+/-2,212",(X),(X),"16,752","+/-1,502",(X),(X)
High school graduate (includes equivalency),"28,767","+/-1,013",(X),(X),"35,592",+/-667,(X),(X),"23,000","+/-1,023",(X),(X)
Some college or associate's degree,"32,668",+/-774,(X),(X),"40,997",+/-909,(X),(X),"27,134",+/-659,(X),(X)
Bachelor's degree,"43,523","+/-1,372",(X),(X),"54,774","+/-2,289",(X),(X),"35,682","+/-1,302",(X),(X)
Graduate or professional degree,"61,275","+/-1,475",(X),(X),"71,451","+/-4,266",(X),(X),"51,301","+/-2,318",(X),(X)
