MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,315","+/-1,431",(X),(X),"41,142","+/-1,110",(X),(X),"26,972","+/-1,182",(X),(X)
Less than high school graduate,"21,948","+/-4,321",(X),(X),"26,281","+/-3,944",(X),(X),"13,667","+/-3,249",(X),(X)
High school graduate (includes equivalency),"31,895","+/-1,021",(X),(X),"39,224","+/-2,190",(X),(X),"23,619","+/-2,610",(X),(X)
Some college or associate's degree,"32,955","+/-2,124",(X),(X),"41,729","+/-3,728",(X),(X),"26,298","+/-2,452",(X),(X)
Bachelor's degree,"47,236","+/-3,718",(X),(X),"60,156","+/-8,456",(X),(X),"39,026","+/-2,847",(X),(X)
Graduate or professional degree,"52,143","+/-11,003",(X),(X),"65,975","+/-17,275",(X),(X),"45,791","+/-7,575",(X),(X)
