MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"35,702","+/-1,306",(X),(X),"42,164","+/-1,176",(X),(X),"28,002","+/-2,193",(X),(X)
Less than high school graduate,"21,387","+/-4,043",(X),(X),"24,487","+/-6,062",(X),(X),"14,383","+/-2,950",(X),(X)
High school graduate (includes equivalency),"32,959","+/-1,880",(X),(X),"40,801",+/-887,(X),(X),"24,705","+/-1,851",(X),(X)
Some college or associate's degree,"33,774","+/-2,588",(X),(X),"44,625","+/-5,038",(X),(X),"27,098","+/-3,622",(X),(X)
Bachelor's degree,"48,222","+/-3,307",(X),(X),"61,950","+/-8,908",(X),(X),"39,876","+/-3,889",(X),(X)
Graduate or professional degree,"49,583","+/-6,485",(X),(X),"55,875","+/-19,472",(X),(X),"46,875","+/-5,923",(X),(X)
