MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,609","+/-1,072",(X),(X),"35,690","+/-1,107",(X),(X),"25,391","+/-1,613",(X),(X)
Less than high school graduate,"24,741","+/-2,987",(X),(X),"26,328","+/-3,338",(X),(X),"16,776","+/-7,914",(X),(X)
High school graduate (includes equivalency),"29,184","+/-2,151",(X),(X),"36,449","+/-1,797",(X),(X),"22,356","+/-2,370",(X),(X)
Some college or associate's degree,"30,983","+/-1,177",(X),(X),"36,320","+/-2,727",(X),(X),"27,473","+/-2,891",(X),(X)
Bachelor's degree,"40,063","+/-6,853",(X),(X),"47,031","+/-12,419",(X),(X),"38,264","+/-4,598",(X),(X)
Graduate or professional degree,"51,705","+/-17,435",(X),(X),"54,583","+/-34,562",(X),(X),"50,568","+/-20,012",(X),(X)
