MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,528",+/-829,(X),(X),"36,939","+/-1,634",(X),(X),"24,631","+/-2,163",(X),(X)
Less than high school graduate,"25,671","+/-2,488",(X),(X),"27,266","+/-2,554",(X),(X),"15,878","+/-3,602",(X),(X)
High school graduate (includes equivalency),"30,000","+/-2,385",(X),(X),"35,285","+/-3,553",(X),(X),"19,460","+/-2,026",(X),(X)
Some college or associate's degree,"31,775","+/-1,676",(X),(X),"39,282","+/-3,526",(X),(X),"25,507","+/-2,569",(X),(X)
Bachelor's degree,"41,909","+/-5,369",(X),(X),"51,829","+/-5,488",(X),(X),"30,631","+/-1,891",(X),(X)
Graduate or professional degree,"52,014","+/-6,225",(X),(X),"47,450","+/-19,251",(X),(X),"52,708","+/-6,205",(X),(X)
