MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,013","+/-2,084",(X),(X),"42,321","+/-2,844",(X),(X),"24,857","+/-2,470",(X),(X)
Less than high school graduate,"19,792","+/-10,608",(X),(X),"26,458","+/-13,205",(X),(X),"14,453","+/-7,221",(X),(X)
High school graduate (includes equivalency),"29,402","+/-3,795",(X),(X),"37,035","+/-3,339",(X),(X),"20,837","+/-2,078",(X),(X)
Some college or associate's degree,"36,011","+/-6,063",(X),(X),"57,120","+/-6,037",(X),(X),"28,004","+/-4,649",(X),(X)
Bachelor's degree,"43,563","+/-8,018",(X),(X),"54,265","+/-6,268",(X),(X),"31,895","+/-9,522",(X),(X)
Graduate or professional degree,"49,750","+/-17,771",(X),(X),"63,472","+/-19,606",(X),(X),"47,617","+/-12,761",(X),(X)
