MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"35,434",+/-758,(X),(X),"42,653","+/-1,788",(X),(X),"26,490",+/-887,(X),(X)
Less than high school graduate,"26,303","+/-1,646",(X),(X),"37,176","+/-4,900",(X),(X),"18,222","+/-2,411",(X),(X)
High school graduate (includes equivalency),"31,546",+/-792,(X),(X),"38,341","+/-2,134",(X),(X),"24,289","+/-1,889",(X),(X)
Some college or associate's degree,"34,497","+/-1,919",(X),(X),"42,541","+/-3,345",(X),(X),"26,364","+/-1,709",(X),(X)
Bachelor's degree,"42,147","+/-2,198",(X),(X),"60,920","+/-6,775",(X),(X),"31,865","+/-2,050",(X),(X)
Graduate or professional degree,"61,250","+/-3,211",(X),(X),"73,000","+/-17,022",(X),(X),"57,500","+/-6,767",(X),(X)
