MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"36,111","+/-1,242",(X),(X),"41,840","+/-1,511",(X),(X),"27,903","+/-2,471",(X),(X)
Less than high school graduate,"30,557","+/-1,667",(X),(X),"31,853","+/-4,623",(X),(X),"13,929","+/-2,740",(X),(X)
High school graduate (includes equivalency),"31,313","+/-2,311",(X),(X),"37,047","+/-1,791",(X),(X),"23,452","+/-3,657",(X),(X)
Some college or associate's degree,"36,732","+/-2,964",(X),(X),"43,656","+/-3,310",(X),(X),"27,464","+/-4,243",(X),(X)
Bachelor's degree,"44,393","+/-5,553",(X),(X),"56,458","+/-17,860",(X),(X),"37,909","+/-7,819",(X),(X)
Graduate or professional degree,"58,203","+/-8,235",(X),(X),"57,539","+/-8,788",(X),(X),"60,574","+/-14,183",(X),(X)
