MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,955",+/-516,(X),(X),"37,228",+/-411,(X),(X),"30,959",+/-368,(X),(X)
Less than high school graduate,"20,021",+/-602,(X),(X),"22,776",+/-890,(X),(X),"16,671",+/-625,(X),(X)
High school graduate (includes equivalency),"27,273",+/-500,(X),(X),"31,394",+/-606,(X),(X),"24,192",+/-977,(X),(X)
Some college or associate's degree,"31,504",+/-404,(X),(X),"35,899",+/-656,(X),(X),"28,633",+/-862,(X),(X)
Bachelor's degree,"45,742",+/-792,(X),(X),"52,296","+/-1,075",(X),(X),"41,223",+/-466,(X),(X)
Graduate or professional degree,"60,539","+/-1,413",(X),(X),"67,071","+/-2,421",(X),(X),"55,502","+/-1,551",(X),(X)
