MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,427",+/-280,(X),(X),"36,385",+/-423,(X),(X),"30,313",+/-291,(X),(X)
Less than high school graduate,"18,712",+/-601,(X),(X),"21,423",+/-736,(X),(X),"15,947",+/-612,(X),(X)
High school graduate (includes equivalency),"26,657",+/-459,(X),(X),"30,606",+/-548,(X),(X),"23,577","+/-1,005",(X),(X)
Some college or associate's degree,"30,778",+/-401,(X),(X),"34,908","+/-1,088",(X),(X),"27,387",+/-539,(X),(X)
Bachelor's degree,"44,832","+/-1,087",(X),(X),"51,293",+/-784,(X),(X),"40,724",+/-718,(X),(X)
Graduate or professional degree,"58,081","+/-1,977",(X),(X),"65,949","+/-1,967",(X),(X),"53,293","+/-1,198",(X),(X)
