MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,957",+/-436,(X),(X),"39,718","+/-1,002",(X),(X),"26,231",+/-480,(X),(X)
Less than high school graduate,"19,090","+/-1,441",(X),(X),"24,417","+/-2,925",(X),(X),"14,297","+/-2,390",(X),(X)
High school graduate (includes equivalency),"26,728",+/-756,(X),(X),"34,455","+/-1,657",(X),(X),"21,048",+/-643,(X),(X)
Some college or associate's degree,"29,518","+/-1,193",(X),(X),"38,043","+/-1,475",(X),(X),"25,244",+/-814,(X),(X)
Bachelor's degree,"41,917","+/-1,056",(X),(X),"52,718","+/-2,186",(X),(X),"33,983","+/-1,699",(X),(X)
Graduate or professional degree,"58,372","+/-3,085",(X),(X),"71,713","+/-3,267",(X),(X),"49,392","+/-3,109",(X),(X)
