MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"37,337","+/-2,188",(X),(X),"44,772","+/-1,918",(X),(X),"29,606","+/-1,856",(X),(X)
Less than high school graduate,"19,651","+/-3,130",(X),(X),"29,967","+/-6,692",(X),(X),"13,289","+/-1,415",(X),(X)
High school graduate (includes equivalency),"30,948","+/-1,686",(X),(X),"41,510","+/-2,122",(X),(X),"22,242","+/-1,835",(X),(X)
Some college or associate's degree,"40,286","+/-3,170",(X),(X),"49,350","+/-4,337",(X),(X),"31,268","+/-2,060",(X),(X)
Bachelor's degree,"51,645","+/-4,838",(X),(X),"60,250","+/-7,674",(X),(X),"42,438","+/-5,058",(X),(X)
Graduate or professional degree,"61,521","+/-6,513",(X),(X),"71,301","+/-9,470",(X),(X),"57,167","+/-8,591",(X),(X)
