MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
Less than high school graduate,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
High school graduate (includes equivalency),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
Some college or associate's degree,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
Bachelor's degree,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
Graduate or professional degree,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
