MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"51,859",+/-537,(X),(X),"67,678","+/-1,713",(X),(X),"40,941",+/-697,(X),(X)
Less than high school graduate,"24,254","+/-3,227",(X),(X),"27,022","+/-3,268",(X),(X),"20,532","+/-3,366",(X),(X)
High school graduate (includes equivalency),"30,829",+/-905,(X),(X),"37,362","+/-3,399",(X),(X),"25,705",+/-941,(X),(X)
Some college or associate's degree,"41,155","+/-1,026",(X),(X),"50,089","+/-2,026",(X),(X),"31,825","+/-1,581",(X),(X)
Bachelor's degree,"61,262","+/-1,303",(X),(X),"78,698","+/-3,499",(X),(X),"45,160","+/-2,267",(X),(X)
Graduate or professional degree,"81,919","+/-2,777",(X),(X),"102,109","+/-4,275",(X),(X),"64,574","+/-2,734",(X),(X)
