MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"53,763","+/-1,407",(X),(X),"70,474","+/-2,053",(X),(X),"41,920",+/-966,(X),(X)
Less than high school graduate,"24,136","+/-3,058",(X),(X),"27,500","+/-5,099",(X),(X),"19,614","+/-3,274",(X),(X)
High school graduate (includes equivalency),"31,520",+/-993,(X),(X),"37,229","+/-3,362",(X),(X),"26,870","+/-1,539",(X),(X)
Some college or associate's degree,"41,652","+/-1,620",(X),(X),"50,653","+/-1,642",(X),(X),"32,294","+/-1,722",(X),(X)
Bachelor's degree,"64,084","+/-2,538",(X),(X),"83,095","+/-2,425",(X),(X),"46,493","+/-1,925",(X),(X)
Graduate or professional degree,"84,837","+/-3,364",(X),(X),"104,732","+/-4,517",(X),(X),"65,204","+/-3,698",(X),(X)
