MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"35,272","+/-1,738",(X),(X),"41,687","+/-2,835",(X),(X),"30,684","+/-1,129",(X),(X)
Less than high school graduate,"26,719","+/-5,705",(X),(X),"30,456","+/-4,210",(X),(X),-,**,(X),(X)
High school graduate (includes equivalency),"33,553","+/-3,241",(X),(X),"42,111","+/-3,740",(X),(X),"26,715","+/-3,190",(X),(X)
Some college or associate's degree,"31,894","+/-1,796",(X),(X),"40,833","+/-9,219",(X),(X),"27,389","+/-5,368",(X),(X)
Bachelor's degree,"49,569","+/-10,051",(X),(X),"52,400","+/-10,128",(X),(X),"42,407","+/-12,359",(X),(X)
Graduate or professional degree,"56,531","+/-4,814",(X),(X),"63,472","+/-22,119",(X),(X),"55,303","+/-2,910",(X),(X)
