MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"34,603","+/-2,866",(X),(X),"42,260","+/-1,310",(X),(X),"26,142","+/-1,590",(X),(X)
Less than high school graduate,"23,274","+/-2,681",(X),(X),"31,738","+/-10,861",(X),(X),"14,630","+/-7,865",(X),(X)
High school graduate (includes equivalency),"31,366","+/-2,427",(X),(X),"40,856","+/-1,948",(X),(X),"23,228","+/-1,807",(X),(X)
Some college or associate's degree,"33,025","+/-4,201",(X),(X),"44,717","+/-3,859",(X),(X),"26,806","+/-2,257",(X),(X)
Bachelor's degree,"45,381","+/-5,613",(X),(X),"57,905","+/-7,399",(X),(X),"37,900","+/-6,039",(X),(X)
Graduate or professional degree,"59,000","+/-3,923",(X),(X),"67,125","+/-9,609",(X),(X),"54,777","+/-5,860",(X),(X)
