MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,086",+/-889,(X),(X),"35,806","+/-1,167",(X),(X),"23,970","+/-2,063",(X),(X)
Less than high school graduate,"20,423","+/-3,596",(X),(X),"22,005","+/-1,618",(X),(X),"12,079","+/-1,891",(X),(X)
High school graduate (includes equivalency),"29,544","+/-1,645",(X),(X),"36,830","+/-2,316",(X),(X),"20,511","+/-1,655",(X),(X)
Some college or associate's degree,"30,830","+/-1,810",(X),(X),"40,852","+/-2,019",(X),(X),"24,730","+/-2,698",(X),(X)
Bachelor's degree,"36,875","+/-3,788",(X),(X),"42,045","+/-9,522",(X),(X),"32,035","+/-4,005",(X),(X)
Graduate or professional degree,"50,551","+/-6,866",(X),(X),"52,188","+/-30,878",(X),(X),"50,333","+/-5,838",(X),(X)
