MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"36,820","+/-1,181",(X),(X),"45,184","+/-1,750",(X),(X),"30,732",+/-770,(X),(X)
Less than high school graduate,"21,463","+/-3,482",(X),(X),"27,524","+/-4,757",(X),(X),"13,310","+/-3,851",(X),(X)
High school graduate (includes equivalency),"30,315","+/-1,345",(X),(X),"37,227","+/-2,731",(X),(X),"23,091","+/-2,948",(X),(X)
Some college or associate's degree,"32,411","+/-1,563",(X),(X),"42,156","+/-2,315",(X),(X),"28,727","+/-2,386",(X),(X)
Bachelor's degree,"50,965","+/-2,126",(X),(X),"63,447","+/-4,541",(X),(X),"40,022","+/-3,036",(X),(X)
Graduate or professional degree,"68,986","+/-5,185",(X),(X),"77,929","+/-8,300",(X),(X),"61,570","+/-4,032",(X),(X)
