MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,931",+/-686,(X),(X),"39,178","+/-1,506",(X),(X),"26,303","+/-1,172",(X),(X)
Less than high school graduate,"25,708","+/-3,984",(X),(X),"28,182","+/-3,905",(X),(X),"16,026","+/-4,794",(X),(X)
High school graduate (includes equivalency),"28,478","+/-1,472",(X),(X),"32,835","+/-3,883",(X),(X),"22,150","+/-1,447",(X),(X)
Some college or associate's degree,"33,205","+/-3,185",(X),(X),"42,722","+/-2,256",(X),(X),"25,463","+/-1,784",(X),(X)
Bachelor's degree,"43,213","+/-3,040",(X),(X),"50,473","+/-4,987",(X),(X),"38,875","+/-5,950",(X),(X)
Graduate or professional degree,"59,063","+/-6,288",(X),(X),"60,729","+/-9,850",(X),(X),"58,220","+/-9,558",(X),(X)
