MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,826","+/-1,752",(X),(X),"39,401","+/-1,857",(X),(X),"26,747","+/-1,154",(X),(X)
Less than high school graduate,"26,788","+/-2,738",(X),(X),"29,984","+/-4,209",(X),(X),"17,594","+/-5,591",(X),(X)
High school graduate (includes equivalency),"29,692","+/-2,127",(X),(X),"35,340","+/-2,525",(X),(X),"22,414","+/-2,093",(X),(X)
Some college or associate's degree,"34,433","+/-3,865",(X),(X),"41,748","+/-3,222",(X),(X),"26,319","+/-1,790",(X),(X)
Bachelor's degree,"43,068","+/-2,493",(X),(X),"50,950","+/-1,850",(X),(X),"36,546","+/-6,729",(X),(X)
Graduate or professional degree,"56,537","+/-5,875",(X),(X),"57,267","+/-12,876",(X),(X),"55,824","+/-7,742",(X),(X)
