MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"30,924",+/-899,(X),(X),"34,840","+/-3,832",(X),(X),"27,138","+/-1,769",(X),(X)
Less than high school graduate,"21,548","+/-4,662",(X),(X),"27,297","+/-4,607",(X),(X),"12,552","+/-3,853",(X),(X)
High school graduate (includes equivalency),"27,359","+/-3,098",(X),(X),"31,675","+/-3,145",(X),(X),"25,016","+/-3,410",(X),(X)
Some college or associate's degree,"32,297","+/-1,663",(X),(X),"39,574","+/-4,637",(X),(X),"28,896","+/-2,903",(X),(X)
Bachelor's degree,"41,029","+/-6,377",(X),(X),"53,281","+/-9,825",(X),(X),"36,571","+/-2,806",(X),(X)
Graduate or professional degree,"50,945","+/-3,781",(X),(X),"51,625","+/-20,218",(X),(X),"50,726","+/-6,816",(X),(X)
