MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,265",+/-846,(X),(X),"36,684","+/-2,542",(X),(X),"26,878","+/-1,261",(X),(X)
Less than high school graduate,"21,964","+/-4,890",(X),(X),"25,610","+/-6,247",(X),(X),"19,408","+/-7,572",(X),(X)
High school graduate (includes equivalency),"26,975","+/-2,947",(X),(X),"34,972","+/-5,793",(X),(X),"21,776","+/-2,650",(X),(X)
Some college or associate's degree,"32,861","+/-2,030",(X),(X),"41,305","+/-3,495",(X),(X),"28,699","+/-2,316",(X),(X)
Bachelor's degree,"39,830","+/-4,207",(X),(X),"55,804","+/-6,960",(X),(X),"37,134","+/-2,511",(X),(X)
Graduate or professional degree,"55,268","+/-10,112",(X),(X),"63,333","+/-22,644",(X),(X),"51,838","+/-7,628",(X),(X)
