MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"39,975","+/-1,174",(X),(X),"49,510","+/-1,888",(X),(X),"31,080","+/-1,214",(X),(X)
Less than high school graduate,"24,228","+/-3,379",(X),(X),"31,006","+/-4,624",(X),(X),"18,750","+/-5,970",(X),(X)
High school graduate (includes equivalency),"30,333","+/-1,435",(X),(X),"37,113","+/-2,396",(X),(X),"25,210","+/-1,193",(X),(X)
Some college or associate's degree,"37,135","+/-1,570",(X),(X),"50,568","+/-1,813",(X),(X),"28,867","+/-2,302",(X),(X)
Bachelor's degree,"50,943","+/-1,935",(X),(X),"62,620","+/-4,271",(X),(X),"42,345","+/-2,478",(X),(X)
Graduate or professional degree,"70,396","+/-4,756",(X),(X),"90,886","+/-5,119",(X),(X),"54,846","+/-3,971",(X),(X)
