MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"41,143",+/-667,(X),(X),"50,316","+/-1,248",(X),(X),"32,882","+/-1,462",(X),(X)
Less than high school graduate,"25,078","+/-2,907",(X),(X),"30,587","+/-7,247",(X),(X),"21,940","+/-3,933",(X),(X)
High school graduate (includes equivalency),"32,710","+/-1,754",(X),(X),"38,269","+/-2,488",(X),(X),"25,698","+/-1,325",(X),(X)
Some college or associate's degree,"38,268","+/-2,096",(X),(X),"51,794","+/-2,081",(X),(X),"28,766","+/-2,977",(X),(X)
Bachelor's degree,"53,332","+/-2,262",(X),(X),"66,128","+/-4,622",(X),(X),"44,301","+/-5,435",(X),(X)
Graduate or professional degree,"65,420","+/-7,069",(X),(X),"84,094","+/-9,438",(X),(X),"55,766","+/-4,893",(X),(X)
