MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,600","+/-3,007",(X),(X),"41,376","+/-1,703",(X),(X),"25,615","+/-3,094",(X),(X)
Less than high school graduate,-,**,(X),(X),"30,438","+/-14,926",(X),(X),"12,596","+/-7,613",(X),(X)
High school graduate (includes equivalency),"32,094","+/-2,559",(X),(X),"41,414","+/-1,975",(X),(X),"21,200","+/-1,329",(X),(X)
Some college or associate's degree,"31,396","+/-1,647",(X),(X),"40,226","+/-2,666",(X),(X),"27,039","+/-2,430",(X),(X)
Bachelor's degree,"41,316","+/-2,930",(X),(X),"58,289","+/-7,473",(X),(X),"36,755","+/-2,771",(X),(X)
Graduate or professional degree,"61,625","+/-12,626",(X),(X),"70,694","+/-25,586",(X),(X),"61,000","+/-33,013",(X),(X)
