MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,545","+/-1,389",(X),(X),"38,005","+/-3,406",(X),(X),"22,159","+/-3,439",(X),(X)
Less than high school graduate,"13,026","+/-6,951",(X),(X),"26,146","+/-11,195",(X),(X),"7,578","+/-4,755",(X),(X)
High school graduate (includes equivalency),"30,278","+/-2,500",(X),(X),"36,379","+/-3,228",(X),(X),"20,953","+/-1,424",(X),(X)
Some college or associate's degree,"31,300","+/-1,503",(X),(X),"40,900","+/-3,941",(X),(X),"23,036","+/-6,008",(X),(X)
Bachelor's degree,"39,000","+/-5,766",(X),(X),"50,938","+/-16,122",(X),(X),"36,071","+/-3,201",(X),(X)
Graduate or professional degree,"64,345","+/-5,967",(X),(X),"64,417","+/-9,699",(X),(X),"64,167","+/-8,816",(X),(X)
