MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"31,890",+/-549,(X),(X),"40,534",+/-708,(X),(X),"24,518",+/-955,(X),(X)
Less than high school graduate,"25,820",+/-929,(X),(X),"31,603","+/-1,277",(X),(X),"17,204","+/-1,405",(X),(X)
High school graduate (includes equivalency),"30,159",+/-866,(X),(X),"37,013","+/-1,163",(X),(X),"21,543",+/-815,(X),(X)
Some college or associate's degree,"32,199",+/-972,(X),(X),"41,742","+/-1,019",(X),(X),"25,754","+/-1,084",(X),(X)
Bachelor's degree,"39,920","+/-2,196",(X),(X),"51,472","+/-1,938",(X),(X),"31,193","+/-1,735",(X),(X)
Graduate or professional degree,"52,628","+/-3,264",(X),(X),"57,406","+/-7,311",(X),(X),"50,709","+/-1,870",(X),(X)
