MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"33,592","+/-1,193",(X),(X),"41,512",+/-882,(X),(X),"27,749",+/-993,(X),(X)
Less than high school graduate,"19,022","+/-2,042",(X),(X),"21,359","+/-1,810",(X),(X),"15,279","+/-2,004",(X),(X)
High school graduate (includes equivalency),"27,305","+/-1,165",(X),(X),"33,905","+/-2,808",(X),(X),"22,080",+/-921,(X),(X)
Some college or associate's degree,"32,047",+/-751,(X),(X),"42,240","+/-1,385",(X),(X),"26,155",+/-981,(X),(X)
Bachelor's degree,"43,184","+/-2,185",(X),(X),"55,364","+/-3,866",(X),(X),"36,586","+/-1,896",(X),(X)
Graduate or professional degree,"52,398","+/-4,996",(X),(X),"73,915","+/-9,404",(X),(X),"47,565","+/-6,813",(X),(X)
