MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"32,169",+/-489,(X),(X),"40,521",+/-655,(X),(X),"27,140",+/-740,(X),(X)
Less than high school graduate,"18,732","+/-1,645",(X),(X),"20,675","+/-1,634",(X),(X),"15,553","+/-1,923",(X),(X)
High school graduate (includes equivalency),"27,171","+/-1,087",(X),(X),"32,704","+/-2,479",(X),(X),"22,566","+/-1,057",(X),(X)
Some college or associate's degree,"31,130",+/-567,(X),(X),"41,046",+/-851,(X),(X),"25,646",+/-888,(X),(X)
Bachelor's degree,"41,676",+/-899,(X),(X),"53,007","+/-4,282",(X),(X),"35,708","+/-1,610",(X),(X)
Graduate or professional degree,"53,498","+/-3,769",(X),(X),"68,109","+/-9,311",(X),(X),"47,740","+/-5,813",(X),(X)
