MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"29,426","+/-1,205",(X),(X),"34,044","+/-1,755",(X),(X),"24,557","+/-1,315",(X),(X)
Less than high school graduate,"15,631","+/-1,832",(X),(X),"17,816","+/-3,327",(X),(X),"12,409","+/-3,813",(X),(X)
High school graduate (includes equivalency),"25,913","+/-1,707",(X),(X),"31,703","+/-1,491",(X),(X),"20,483","+/-1,795",(X),(X)
Some college or associate's degree,"30,184","+/-1,359",(X),(X),"35,737","+/-2,116",(X),(X),"24,889","+/-1,958",(X),(X)
Bachelor's degree,"37,946","+/-3,949",(X),(X),"42,487","+/-4,769",(X),(X),"35,292","+/-3,237",(X),(X)
Graduate or professional degree,"48,661","+/-3,708",(X),(X),"49,812","+/-9,132",(X),(X),"44,141","+/-10,192",(X),(X)
