MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS),Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 25 years and over with earnings,"29,757",+/-870,(X),(X),"34,461","+/-1,544",(X),(X),"25,203","+/-1,006",(X),(X)
Less than high school graduate,"15,177","+/-2,441",(X),(X),"18,627","+/-5,521",(X),(X),"12,750","+/-3,296",(X),(X)
High school graduate (includes equivalency),"26,016","+/-1,207",(X),(X),"31,559","+/-1,602",(X),(X),"20,233","+/-1,371",(X),(X)
Some college or associate's degree,"30,329","+/-1,098",(X),(X),"35,553","+/-1,879",(X),(X),"25,443","+/-1,888",(X),(X)
Bachelor's degree,"38,075","+/-3,048",(X),(X),"44,419","+/-5,416",(X),(X),"34,843","+/-2,566",(X),(X)
Graduate or professional degree,"49,478","+/-4,185",(X),(X),"50,000","+/-9,572",(X),(X),"49,243","+/-4,377",(X),(X)
